0,65
1,19
2,21
3,26
4,29
5,35
6,20
7,37
8,46
9,41
10,43
11,34
12,45
13,40
14,33
15,21
16,53
17,81
18,35
19,94
20,41
21,57
22,50
23,82
24,27
25,20
26,28
27,71
28,46
29,62
30,38
31,36
32,25
33,68
34,66
35,56
36,42
37,90
38,36
39,28
40,22
41,40
42,56
43,72
44,33
45,31
46,51
47,62
48,32
49,51
50,26
51,60
52,32
53,46
54,64
55,22
56,76
57,26
58,45
59,47
60,33
61,42
62,57
63,76
64,23
65,20
66,69
67,26
68,44
69,81
70,32
71,28
72,76
73,23
74,86
75,37
76,64
77,51
78,70
79,57
80,31
81,30
82,22
83,36
84,30
85,36
86,47
87,33
88,35
89,34
90,38
91,33
92,61
93,62
94,23
95,27
96,38
97,28
98,29
99,40
100,21
101,27
102,80
103,27
104,26
105,45
106,67
107,34
108,48
109,27
110,29
111,53
112,72
113,25
114,41
115,26
116,83
117,67
118,80
119,25
120,53
121,71
122,31
123,27
124,73
125,45
126,37
127,35
128,75
129,30
130,47
131,56
132,37
133,67
134,52
135,35
136,46
137,47
138,76
139,68
140,44
141,29
142,45
143,22
144,27
145,35
146,32
147,22
148,46
149,53
150,60
151,76
152,41
153,39
154,28
155,72
156,69
157,41
158,74
159,24
160,58
161,73
162,40
163,27
164,17
165,30
166,20
167,28
168,63
169,67
170,31
171,26
172,51
173,28
174,43
175,17
176,36
177,58
178,35
179,58
180,45
181,31
182,79
183,52
184,42
185,19
186,43
187,87
188,27
189,68
190,32
191,53
192,40
193,53
194,32
195,31
196,30
197,36
198,63
199,23
200,39
201,84
202,30
203,66
204,53
205,73
206,27
207,28
208,29
209,24
210,71
211,47
212,47
213,28
214,70
215,29
216,31
217,41
218,67
219,56
220,35
221,31
222,58
223,70
224,28
225,31
226,43
227,63
228,54
229,29
230,29
231,39
232,38
233,58
234,50
235,53
236,35
237,47
238,78
239,29
240,40
241,23
242,21
243,24
244,42
245,26
246,41
247,55
248,31
249,27
250,33
251,46
252,84
253,23
254,89
255,56
256,28
257,25
258,40
259,30
260,35
261,41
262,74
263,27
264,37
265,28
266,27
267,27
268,25
269,35
270,31
271,36
272,25
273,55
274,49
275,72
276,50
277,55
278,35
279,38
280,52
281,31
282,86
283,41
284,53
285,70
286,30
287,31
288,51
289,46
290,30
291,22
292,43
293,26
294,36
295,32
296,59
297,45
298,69
299,58
300,46
301,31
302,39
303,65
304,29
305,30
306,37
307,43
308,36
309,35
310,88
311,34
312,76
313,77
314,23
315,44
316,57
317,58
318,64
319,51
320,33
321,33
322,63
323,85
324,81
325,27
326,45
327,26
328,27
329,33
330,76
331,71
332,30
333,47
334,31
335,57
336,44
337,57
338,34
339,49
340,22
341,31
342,45
343,62
344,55
345,20
346,20
347,55
348,59
349,61
350,30
351,40
352,36
353,56
354,71
355,37
356,43
357,31
358,83
359,42
360,61
361,35
362,52
363,27
364,37
365,40
366,61
367,33
368,29
369,45
370,66
371,33
372,30
373,23
374,28
375,51
376,28
377,27
378,52
379,41
380,31
381,65
382,72
383,21
384,33
385,64
386,31
387,45
388,58
389,49
390,31
391,53
392,32
393,28
394,51
395,35
396,20
397,61
398,38
399,31
400,27
401,48
402,85
403,72
404,51
405,85
406,36
407,40
408,33
409,24
410,26
411,47
412,41
413,73
414,34
415,31
416,53
417,37
418,52
419,39
420,31
421,28
422,32
423,23
424,46
425,54
426,24
427,32
428,30
429,63
430,38
431,78
432,45
433,54
434,59
435,57
436,26
437,43
438,72
439,27
440,29
441,42
442,51
443,55
444,56
445,37
446,51
447,28
448,71
449,29
450,32
451,41
452,32
453,25
454,89
455,23
456,36
457,19
458,29
459,28
460,45
461,83
462,35
463,97
464,49
465,73
466,24
467,40
468,54
469,93
470,43
471,37
472,53
473,36
474,46
475,86
476,21
477,40
478,71
479,86
480,78
481,35
482,52
483,24
484,24
485,35
486,38
487,21
488,70
489,26
490,50
491,22
492,24
493,36
494,59
495,47
496,58
497,55
498,30
499,27
500,19
501,25
502,58
503,61
504,68
505,31
506,27
507,27
508,42
509,43
510,62
511,32
512,41
513,31
514,41
515,29
516,45
517,27
